date_time,price,type
2024-06-22 20:00:00,1.92e-06,bullish
2024-06-23 16:00:00,1.91e-06,bullish
2024-06-26 04:00:00,2.03e-06,bearish
2024-06-29 12:00:00,2.02e-06,bearish
2024-06-30 12:00:00,1.98e-06,bullish
2024-07-01 16:00:00,1.97e-06,bearish
2024-07-02 00:00:00,1.95e-06,bullish
2024-07-02 20:00:00,2.01e-06,bearish
2024-07-09 08:00:00,1.88e-06,bearish
2024-07-12 12:00:00,1.84e-06,bullish
2024-07-14 04:00:00,1.88e-06,bearish
2024-07-14 16:00:00,1.87e-06,bullish
2024-07-18 08:00:00,1.87e-06,bearish
2024-07-18 16:00:00,1.85e-06,bullish
2024-07-19 08:00:00,1.86e-06,bullish
2024-07-24 08:00:00,2.01e-06,bearish
2024-07-27 04:00:00,1.99e-06,bearish
2024-07-28 20:00:00,1.9e-06,bullish
2024-08-09 08:00:00,1.72e-06,bearish
2024-08-13 12:00:00,1.77e-06,bearish
2024-08-18 04:00:00,1.71e-06,bullish
2024-08-18 12:00:00,1.73e-06,bearish
2024-08-29 16:00:00,1.67e-06,bullish
2024-09-01 08:00:00,1.71e-06,bearish
2024-09-05 08:00:00,1.71e-06,bullish
2024-09-05 16:00:00,1.73e-06,bullish
2024-09-08 08:00:00,1.75e-06,bullish
2024-09-10 20:00:00,1.78e-06,bullish
2024-09-11 08:00:00,1.78e-06,bearish
2024-09-26 08:00:00,1.77e-06,bullish
2024-09-29 00:00:00,1.94e-06,bearish
2024-10-09 04:00:00,1.75e-06,bullish
2024-10-13 04:00:00,1.77e-06,bullish
2024-10-13 16:00:00,1.76e-06,bullish
2024-10-14 16:00:00,1.76e-06,bullish
2024-11-03 04:00:00,2.22e-06,bearish
2024-11-29 12:00:00,4.29e-06,bullish
2024-12-13 16:00:00,4.01e-06,bullish
2024-12-14 16:00:00,3.9e-06,bullish
2024-12-19 08:00:00,3.53e-06,bearish
2024-12-31 08:00:00,3.39e-06,bullish
2025-01-11 12:00:00,3.57e-06,bullish
2025-01-26 04:00:00,3.37e-06,bearish
2025-02-09 16:00:00,2.6e-06,bearish
2025-02-23 08:00:00,2.56e-06,bearish
2025-03-06 08:00:00,2.28e-06,bearish
2025-03-18 08:00:00,2.02e-06,bearish
2025-03-31 12:00:00,2e-06,bearish
2025-04-06 00:00:00,2.01e-06,bearish
2025-04-06 08:00:00,1.99e-06,bearish
2025-04-12 12:00:00,1.97e-06,bearish
2025-04-16 12:00:00,1.82e-06,bearish
2025-04-26 20:00:00,1.92e-06,bearish
2025-04-30 00:00:00,1.84e-06,bearish
