ts,open,high,low,close,volume,close_time,quote_asset_volume,num_trades,taker_buy_base,taker_buy_quote,ignore
2023-06-03 04:00:00,0.0007789,0.0007799,0.0007763,0.0007799,32.24000000,1685779199999,0.02505182,10,10.96000000,0.00852568,0
2023-06-03 08:00:00,0.0007815,0.0007831,0.0007815,0.0007831,2.20000000,1685793599999,0.00172246,3,2.20000000,0.00172246,0
2023-06-03 12:00:00,0.0007816,0.0007816,0.0007781,0.0007799,52.22000000,1685807999999,0.04064632,9,49.80000000,0.03876312,0
2023-06-03 16:00:00,0.0007801,0.0007814,0.0007775,0.0007775,54.68000000,1685822399999,0.04268163,9,53.41000000,0.04169422,0
2023-06-03 20:00:00,0.0007763,0.0007763,0.0007763,0.0007763,0.40000000,1685836799999,0.00031052,1,0.40000000,0.00031052,0
2023-06-04 00:00:00,0.0007815,0.0007862,0.0007815,0.0007862,52.46000000,1685851199999,0.04115963,22,42.14000000,0.03306292,0
2023-06-04 04:00:00,0.0007844,0.0008036,0.0007844,0.0007947,424.21000000,1685865599999,0.33750231,137,378.95000000,0.30145527,0
2023-06-04 08:00:00,0.0007947,0.0007967,0.0007919,0.0007967,18.06000000,1685879999999,0.01433760,14,9.37000000,0.00744781,0
2023-06-04 12:00:00,0.0007992,0.0008126,0.0007954,0.0008107,439.44000000,1685894399999,0.35332716,116,251.82000000,0.20327657,0
2023-06-04 16:00:00,0.0008112,0.0008198,0.0008083,0.0008165,343.89000000,1685908799999,0.28027681,88,165.22000000,0.13491106,0
2023-06-04 20:00:00,0.0008183,0.0008188,0.0008045,0.0008046,98.73000000,1685923199999,0.07996835,46,55.22000000,0.04476804,0
2023-06-05 00:00:00,0.0008058,0.000817,0.0008012,0.0008034,181.36000000,1685937599999,0.14650224,72,84.87000000,0.06871474,0
2023-06-05 04:00:00,0.0008015,0.0008074,0.0007991,0.0008063,57.41000000,1685951999999,0.04608735,30,34.64000000,0.02782573,0
2023-06-05 08:00:00,0.0008072,0.0008083,0.0008031,0.0008082,6.65000000,1685966399999,0.00536722,8,2.85000000,0.00229813,0
2023-06-05 12:00:00,0.000807,0.000807,0.0007656,0.0007656,605.46000000,1685980799999,0.47403224,205,115.44000000,0.09109822,0
2023-06-05 16:00:00,0.0007665,0.0007913,0.0007552,0.0007825,1902.38000000,1685995199999,1.47498533,406,924.08000000,0.71814698,0
2023-06-05 20:00:00,0.0007802,0.000786,0.0007726,0.0007774,218.14000000,1686009599999,0.16921281,49,114.42000000,0.08872845,0
2023-06-06 00:00:00,0.0007766,0.0007831,0.0007705,0.0007765,263.91000000,1686023999999,0.20488079,45,105.26000000,0.08186432,0
2023-06-06 04:00:00,0.0007774,0.0007811,0.000773,0.0007806,113.25000000,1686038399999,0.08784436,36,12.45000000,0.00969710,0
2023-06-06 08:00:00,0.0007796,0.000781,0.0007734,0.0007735,42.53000000,1686052799999,0.03299266,11,5.44000000,0.00421668,0
2023-06-06 12:00:00,0.0007734,0.0007734,0.0007567,0.0007667,765.95000000,1686067199999,0.58648958,180,515.44000000,0.39531966,0
2023-06-06 16:00:00,0.0007654,0.0007654,0.0007544,0.0007622,321.24000000,1686081599999,0.24379656,67,80.11000000,0.06078739,0
2023-06-06 20:00:00,0.0007618,0.0007649,0.0007467,0.0007488,689.25000000,1686095999999,0.51870784,136,374.38000000,0.28224847,0
2023-06-07 00:00:00,0.0007491,0.0007519,0.000736,0.0007484,1963.75000000,1686110399999,1.46632957,284,494.18000000,0.36977823,0
2023-06-07 04:00:00,0.0007495,0.0007519,0.0007379,0.0007492,99.18000000,1686124799999,0.07410781,25,32.69000000,0.02449419,0
2023-06-07 08:00:00,0.0007492,0.0007638,0.0007309,0.0007401,452.96000000,1686139199999,0.33732912,144,168.93000000,0.12695675,0
2023-06-07 12:00:00,0.0007339,0.0007433,0.0005033,0.0007299,2272.02000000,1686153599999,1.59880117,831,878.79000000,0.64412804,0
2023-06-07 16:00:00,0.0007226,0.0007257,0.0006756,0.0007039,1460.61000000,1686167999999,1.03491311,318,144.22000000,0.10324140,0
2023-06-07 20:00:00,0.0007033,0.0007137,0.0005113,0.000699,2114.67000000,1686182399999,1.42712992,711,381.59000000,0.26657378,0
2023-06-08 00:00:00,0.000699,0.000714,0.0006843,0.0006955,466.74000000,1686196799999,0.32693719,123,213.73000000,0.15082646,0
